date,closing_price
2023/05/19,180.1399994
2023/05/22,188.8699951
2023/05/23,185.7700043
2023/05/24,182.8999939
2023/05/25,184.4700012
2023/05/26,193.1699982
2023/05/30,201.1600037
2023/05/31,203.9299927
2023/06/01,207.5200043
2023/06/02,213.9700012
2023/06/05,217.6100006
2023/06/06,221.3099976
2023/06/07,224.5700073
2023/06/08,234.8600006
2023/06/09,244.3999939
2023/06/12,249.8300018
2023/06/13,258.7099915
2023/06/14,256.7900085
2023/06/15,255.8999939
2023/06/16,260.5400085
2023/06/20,274.4500122
2023/06/21,259.4599915
2023/06/22,264.6099854
2023/06/23,256.6000061
2023/06/26,241.0500031
2023/06/27,250.2100067
2023/06/28,256.2399902
2023/06/29,257.5
2023/06/30,261.769989
2023/07/03,279.8200073
2023/07/05,282.480011
2023/07/06,276.5400085
2023/07/07,274.4299927
2023/07/10,269.6099854
2023/07/11,269.7900085
2023/07/12,271.9899902
2023/07/13,277.8999939
2023/07/14,281.3800049
2023/07/17,290.3800049
2023/07/18,293.3399963
2023/07/19,291.2600098
2023/07/20,262.8999939
2023/07/21,260.019989
2023/07/24,269.0599976
2023/07/25,265.2799988
2023/07/26,264.3500061
2023/07/27,255.7100067
2023/07/28,266.4400024
2023/07/31,267.4299927
2023/08/01,261.0700073
2023/08/02,254.1100006
2023/08/03,259.3200073
2023/08/04,253.8600006
2023/08/07,251.4499969
2023/08/08,249.6999969
2023/08/09,242.1900024
2023/08/10,245.3399963
2023/08/11,242.6499939
2023/08/14,239.7599945
2023/08/15,232.9600067
2023/08/16,225.6000061
2023/08/17,219.2200012
2023/08/18,215.4900055
2023/08/21,231.2799988
2023/08/22,233.1900024
2023/08/23,236.8600006
2023/08/24,230.0399933
2023/08/25,238.5899963
2023/08/28,238.8200073
2023/08/29,257.1799927
2023/08/30,256.8999939
2023/08/31,258.0799866
2023/09/01,245.0099945
2023/09/05,256.4899902
2023/09/06,251.9199982
2023/09/07,251.4900055
2023/09/08,248.5
2023/09/11,273.5799866
2023/09/12,267.480011
2023/09/13,271.2999878
2023/09/14,276.0400085
2023/09/15,274.3900146
2023/09/18,265.2799988
2023/09/19,266.5
2023/09/20,262.5899963
2023/09/21,255.6999969
2023/09/22,244.8800049
2023/09/25,246.9900055
2023/09/26,244.1199951
2023/09/27,240.5
2023/09/28,246.3800049
2023/09/29,250.2200012
2023/10/02,251.6000061
2023/10/03,246.5299988
2023/10/04,261.1600037
2023/10/05,260.0499878
2023/10/06,260.5299988
2023/10/09,259.6700134
2023/10/10,263.6199951
2023/10/11,262.9899902
2023/10/12,258.8699951
2023/10/13,251.1199951
2023/10/16,253.9199982
2023/10/17,254.8500061
2023/10/18,242.6799927
2023/10/19,220.1100006
2023/10/20,211.9900055
2023/10/23,212.0800018
2023/10/24,216.5200043
2023/10/25,212.4199982
2023/10/26,205.7599945
2023/10/27,207.3000031
2023/10/30,197.3600006
2023/10/31,200.8399963
2023/11/01,205.6600037
2023/11/02,218.5099945
2023/11/03,219.9600067
2023/11/06,219.2700043
2023/11/07,222.1799927
2023/11/08,222.1100006
2023/11/09,209.9799957
2023/11/10,214.6499939
2023/11/13,223.7100067
2023/11/14,237.4100037
2023/11/15,242.8399963
2023/11/16,233.5899963
